"","Estimate","Std.err.","t-ratio(0)","p(2-sided)","Rob.std.err.","Rob.t-ratio(0)","Rob.p-val(0)"
"Int_LV_Beetle_Bequest_Medium_Class2",6.62725432811092,2.00920246997236,3.29845021950529,0.00097220116650143,2.93850683807698,2.25531356341779,0.0241136538718656
"Int_LV_Beetle_Encounter_High_Class2",2.34055308114792,1.20596670831329,1.9408106915501,0.0522812437091569,1.70090543894241,1.37606302358774,0.168802122112613
"Int_LV_Beetle_Existence_High_Class2",-1.73114003791119,1.41406840874756,-1.22422651351391,0.220866789902171,1.89572760835622,-0.913179736519351,0.361148019400626
"Int_LV_Beetle_Bequest_High_Class2",2.25716552491604,0.962211912361361,2.34580916731402,0.0189858253897963,1.08180521915817,2.08648052804969,0.0369351172271262
"Int_LV_Wasp_Encounter_Medium_Class2",3.26146997033193,1.35649609756709,2.40433420795051,0.0162019535122688,1.939660455384,1.68146438273716,0.0926727490612442
"Int_LV_Wasp_Existence_Medium_Class2",2.5047869143919,1.69624257001793,1.4766678767916,0.139764687046644,1.91547366647551,1.30765927938896,0.190988900769832
"Int_LV_Wasp_Bequest_Medium_Class2",-0.395690087401077,1.89363107112378,-0.208958383412168,0.834480726634209,1.86940858413865,-0.211665919777187,0.832367677723506
"Int_LV_Wasp_Encounter_High_Class2",6.39959369130092,6.91860546535993,0.924983180980965,0.354974656226426,8.95983626980021,0.714253419213834,0.47507049009306
"Int_LV_Wasp_Existence_High_Class2",5.00240596807274,2.30403732419244,2.17114797384026,0.0299199886142789,2.36771081700975,2.11276053314248,0.0346212692604544
"Int_LV_Wasp_Bequest_High_Class2",-0.177114760770066,1.98837364515431,-0.0890751902700466,0.929022154298524,2.17742177582813,-0.0813415033946306,0.935170368388634
"Int_LV_Bee_Encounter_Medium_Class3",3.44051234639187,1.79878133700339,1.91269070654438,0.0557876596354525,2.01263549978649,1.70945625611635,0.0873664679790904
"Int_LV_Bee_Existence_Medium_Class3",-0.780459739364964,1.86193898101931,-0.419165046395723,0.675095515357765,2.1207990631792,-0.368002680176126,0.712871235726268
